run_id,track,table,model,target,horizon,fold,node,feature_group,seed,epoch,execution_status,evidence_status_code,evidence_status,completion_mark,rerun_policy,comparison_fold_count,grade_RMSE,relative_error_RMSE,grade_MAPE,relative_error_MAPE,grade_RAE,relative_error_RAE,grade_MAE,relative_error_MAE,comparison_key,config_fingerprint,returncode,attempt_id,model_failure_count,classification_reason,source_manifest
audited-t3-lo-occ-6-5-region-None-42-20-126f4cfe,audited,3,lo,occ,6,5,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.00019171588089026824,exact,0.0001950281595014847,exact,1.9452283963069655e-05,exact,0.0005079234646406037,audited|3|lo|6,6b497df68fb03a1cbe6d7a1cc89e7caeddefef289f40db908c32d8c5f54a8745,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-lo-occ-6-6-region-None-42-20-26433570,audited,3,lo,occ,6,6,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.00019171588089026824,exact,0.0001950281595014847,exact,1.9452283963069655e-05,exact,0.0005079234646406037,audited|3|lo|6,4376f26a1c7e0b8c86d6f2a144c7c332b4b830af47cb6f57f20b32a6db3d44d7,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-lo-occ-9-1-region-None-42-20-156693d4,audited,3,lo,occ,9,1,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.00012029452392110553,exact,0.0004875623283911979,exact,7.085434601080965e-05,exact,0.0002984715469500026,audited|3|lo|9,c012273e827698264477fc316565d47c00b18d906d3e34aafd075b1b62e617d9,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-lo-occ-9-2-region-None-42-20-b65ed288,audited,3,lo,occ,9,2,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.00012029452392110553,exact,0.0004875623283911979,exact,7.085434601080965e-05,exact,0.0002984715469500026,audited|3|lo|9,497dc77bdf969436c404b241abeca082feea3645fb74911da2c6460f03b242e5,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-lo-occ-9-3-region-None-42-20-fc3a05d5,audited,3,lo,occ,9,3,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.00012029452392110553,exact,0.0004875623283911979,exact,7.085434601080965e-05,exact,0.0002984715469500026,audited|3|lo|9,f701de48d5119ac400b8616242fb7359d055edad3c64f7b82328abe53bbd5c64,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-lo-occ-9-4-region-None-42-20-73914ae9,audited,3,lo,occ,9,4,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.00012029452392110553,exact,0.0004875623283911979,exact,7.085434601080965e-05,exact,0.0002984715469500026,audited|3|lo|9,6ad34df038208da6e0dbfa65222df2fff5f5c8631ab8ac525b267b100d6b7117,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-lo-occ-9-5-region-None-42-20-215a033f,audited,3,lo,occ,9,5,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.00012029452392110553,exact,0.0004875623283911979,exact,7.085434601080965e-05,exact,0.0002984715469500026,audited|3|lo|9,f0c01ed7c9009bfc8707c098d5005c2bef656f61c8382e2bf9484c65c2200dca,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-lo-occ-9-6-region-None-42-20-f651ba0f,audited,3,lo,occ,9,6,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.00012029452392110553,exact,0.0004875623283911979,exact,7.085434601080965e-05,exact,0.0002984715469500026,audited|3|lo|9,24f965c6741d6c8b78fcc1552365cf941ebfba9b32f454eb2264eea6880951c4,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-lo-occ-12-1-region-None-42-20-220c6c8c,audited,3,lo,occ,12,1,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,7.768119286854446e-05,exact,0.0004967502541078463,exact,6.6639836898752684e-06,exact,0.00034233328395265973,audited|3|lo|12,771d72f00f3776f86f3cddf3f10455fc29d078f9fb8af5798289a52293e97800,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-lo-occ-12-2-region-None-42-20-00d2d292,audited,3,lo,occ,12,2,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,7.768119286854446e-05,exact,0.0004967502541078463,exact,6.6639836898752684e-06,exact,0.00034233328395265973,audited|3|lo|12,a4396cfe8f7ddce90e4b6a5bc2372dd816d2f9148209e2888fb8dd164d7377cb,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-lo-occ-12-3-region-None-42-20-fa2987fc,audited,3,lo,occ,12,3,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,7.768119286854446e-05,exact,0.0004967502541078463,exact,6.6639836898752684e-06,exact,0.00034233328395265973,audited|3|lo|12,d6932de96b7ce577f7d26367a0e4c7463e32b31480f2661624fcfe9c4c12a51c,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-lo-occ-12-4-region-None-42-20-d9f2bb36,audited,3,lo,occ,12,4,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,7.768119286854446e-05,exact,0.0004967502541078463,exact,6.6639836898752684e-06,exact,0.00034233328395265973,audited|3|lo|12,0f43b83d14ec918aaa811386f7845601f0032724586935499d7f3e316514bf7a,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-lo-occ-12-5-region-None-42-20-f009bbe7,audited,3,lo,occ,12,5,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,7.768119286854446e-05,exact,0.0004967502541078463,exact,6.6639836898752684e-06,exact,0.00034233328395265973,audited|3|lo|12,6d3fff3cfa81b0eea0de1c25d8c444158eac2944239429efbe932d1946d576e9,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-lo-occ-12-6-region-None-42-20-7ff0e9af,audited,3,lo,occ,12,6,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,7.768119286854446e-05,exact,0.0004967502541078463,exact,6.6639836898752684e-06,exact,0.00034233328395265973,audited|3|lo|12,da8991fde83d9ce018dd39a430487879eb9424a35e2d871a6cc8b93bb426c490,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-3-1-region-None-42-20-3b0793b0,audited,3,ar,occ,3,1,region,None,42,20,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,trend,0.079939158707744,approximate,0.0491117785230682,approximate,0.045884997762529585,approximate,0.043666692338776604,audited|3|ar|3,a3e07ac940657a51895f303efea28fef9c3f8ddd84fc1963b4c1bb569e8fd3bb,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-3-2-region-None-42-20-37afb8af,audited,3,ar,occ,3,2,region,None,42,20,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,trend,0.079939158707744,approximate,0.0491117785230682,approximate,0.045884997762529585,approximate,0.043666692338776604,audited|3|ar|3,17eefa7942fc8beb04e0456da3efa070d5e2be92975f985f6c629a2e58e3bd97,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-3-3-region-None-42-20-3b727fce,audited,3,ar,occ,3,3,region,None,42,20,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,trend,0.079939158707744,approximate,0.0491117785230682,approximate,0.045884997762529585,approximate,0.043666692338776604,audited|3|ar|3,6c0ad7966ee4c6c40c60ecd2ecd2df4ada76ba4d8b989801dd1d7a2aa18bb2fc,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-3-4-region-None-42-20-c7a9e792,audited,3,ar,occ,3,4,region,None,42,20,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,trend,0.079939158707744,approximate,0.0491117785230682,approximate,0.045884997762529585,approximate,0.043666692338776604,audited|3|ar|3,f3e2fe7eda2ed4aac119f72f91efd8b9dd3f09d7e407ea29c027cdbe39a3ebf5,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-3-5-region-None-42-20-aa663e9f,audited,3,ar,occ,3,5,region,None,42,20,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,trend,0.079939158707744,approximate,0.0491117785230682,approximate,0.045884997762529585,approximate,0.043666692338776604,audited|3|ar|3,3fea7676bbe549cf67dcddbac3b8c22ae85d4464ce4a3306f93843c92821e04a,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-3-6-region-None-42-20-41e3d18d,audited,3,ar,occ,3,6,region,None,42,20,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,trend,0.079939158707744,approximate,0.0491117785230682,approximate,0.045884997762529585,approximate,0.043666692338776604,audited|3|ar|3,969561947d5479ea40ed781364d3e504de47893d3462aec4059248e8211d99f5,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-6-1-region-None-42-20-37729948,audited,3,ar,occ,6,1,region,None,42,20,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.04279309785593879,trend,0.05623043181870224,exact,0.010393811432218129,exact,0.011242265861734407,audited|3|ar|6,8629154c692db1460d19dd8578ef629783384b90647958a2f525c5ade4006676,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-6-2-region-None-42-20-6590859c,audited,3,ar,occ,6,2,region,None,42,20,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.04279309785593879,trend,0.05623043181870224,exact,0.010393811432218129,exact,0.011242265861734407,audited|3|ar|6,365dea2fc31474c4b9bf311d83aa38e90b3e6064ac0b1c13a7fd9f9955cbbba9,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-6-3-region-None-42-20-98878f91,audited,3,ar,occ,6,3,region,None,42,20,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.04279309785593879,trend,0.05623043181870224,exact,0.010393811432218129,exact,0.011242265861734407,audited|3|ar|6,67b3ef34964e86fcdc499654242e159b3e5699a5a10fb26b435f9d4e6b1af40a,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-6-4-region-None-42-20-71a0584e,audited,3,ar,occ,6,4,region,None,42,20,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.04279309785593879,trend,0.05623043181870224,exact,0.010393811432218129,exact,0.011242265861734407,audited|3|ar|6,7781b17501c97dc43f549e4204919fa82ff702c207b22d4d1cd1341650d2fcc2,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-6-5-region-None-42-20-0a8d6c6a,audited,3,ar,occ,6,5,region,None,42,20,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.04279309785593879,trend,0.05623043181870224,exact,0.010393811432218129,exact,0.011242265861734407,audited|3|ar|6,d3720d2e5a76a48919d9423e5005a040918b11a4b7eda2ea6a1c3b5b7453fad8,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-6-6-region-None-42-20-37851663,audited,3,ar,occ,6,6,region,None,42,20,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.04279309785593879,trend,0.05623043181870224,exact,0.010393811432218129,exact,0.011242265861734407,audited|3|ar|6,9a1f263ee49a7c3b1570f9eeaedb8327266fc7405c84ddc1db8a365754c6a116,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-9-1-region-None-42-20-dceb1954,audited,3,ar,occ,9,1,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.009462004077551364,approximate,0.04040778802905494,exact,0.01453444500491831,exact,0.01325752762482044,audited|3|ar|9,94908106940811ada46b07a28adaa18c8140623efb5ac1a59760b20847c83f67,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-9-2-region-None-42-20-6fbfb5f4,audited,3,ar,occ,9,2,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.009462004077551364,approximate,0.04040778802905494,exact,0.01453444500491831,exact,0.01325752762482044,audited|3|ar|9,58f6ab0d216ecb683156affd5b47690e101b6a1cda701885b2f8e3c8324b5f38,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-9-3-region-None-42-20-c2ef42b9,audited,3,ar,occ,9,3,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.009462004077551364,approximate,0.04040778802905494,exact,0.01453444500491831,exact,0.01325752762482044,audited|3|ar|9,6c30c9ad35a86d2e6d0257770d00153e5f278711cdf89965f1817061b25d99e7,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-9-4-region-None-42-20-eaab5d8c,audited,3,ar,occ,9,4,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.009462004077551364,approximate,0.04040778802905494,exact,0.01453444500491831,exact,0.01325752762482044,audited|3|ar|9,273c564171bd4b5a334f44375ee425bec9ee56bef03baaeea41be79f13b8dd7a,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-9-5-region-None-42-20-afca56e4,audited,3,ar,occ,9,5,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.009462004077551364,approximate,0.04040778802905494,exact,0.01453444500491831,exact,0.01325752762482044,audited|3|ar|9,f2871ec72a23b9acf3b0c07bece0b6aa6d2c3c0997966ac06edce7f595f68e11,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-9-6-region-None-42-20-f21bb3d5,audited,3,ar,occ,9,6,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.009462004077551364,approximate,0.04040778802905494,exact,0.01453444500491831,exact,0.01325752762482044,audited|3|ar|9,4ad89001b3acc49c98011cdd77c41c1af6484929be8eae6e56f26506d0337a8a,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-12-1-region-None-42-20-04dc577e,audited,3,ar,occ,12,1,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.01233317406285927,approximate,0.03028428580616228,approximate,0.031231373335766182,approximate,0.030107991017523823,audited|3|ar|12,ffe7596879175a10440ebfb5ba86637a444e56b0ee582c3c94943cdd4cbd0f3d,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-12-2-region-None-42-20-95201622,audited,3,ar,occ,12,2,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.01233317406285927,approximate,0.03028428580616228,approximate,0.031231373335766182,approximate,0.030107991017523823,audited|3|ar|12,0d5d4b6cc1d3ab50009861ee4fdd6fb0f97bc11e0e974a7fec77dc2338c1b23b,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-12-3-region-None-42-20-94095b3f,audited,3,ar,occ,12,3,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.01233317406285927,approximate,0.03028428580616228,approximate,0.031231373335766182,approximate,0.030107991017523823,audited|3|ar|12,464cd4b1f0eb9e49afdd28aba0389774e20be5a107ceb1e3c621bc1097dd964e,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-12-4-region-None-42-20-de23c2b9,audited,3,ar,occ,12,4,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.01233317406285927,approximate,0.03028428580616228,approximate,0.031231373335766182,approximate,0.030107991017523823,audited|3|ar|12,48fe85f35f7b22c9e558c9f8d090968ee98c9c6fb03a691e1a42b911ee664c57,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-12-5-region-None-42-20-873c1b60,audited,3,ar,occ,12,5,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.01233317406285927,approximate,0.03028428580616228,approximate,0.031231373335766182,approximate,0.030107991017523823,audited|3|ar|12,1889e36ea3209bb203dd3e7615a9b565d114463a36d0f8ec53b555e35bcb3faa,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-ar-occ-12-6-region-None-42-20-57eb801b,audited,3,ar,occ,12,6,region,None,42,20,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.01233317406285927,approximate,0.03028428580616228,approximate,0.031231373335766182,approximate,0.030107991017523823,audited|3|ar|12,fda4711b3d55da8965b6c59275d9c1e2d19f37414947ee889503292f427780b3,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-arima-occ-3-1-region-None-42-20-d3c96e9f,audited,3,arima,occ,3,1,region,None,42,20,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,trend,0.1378911161672758,trend,0.056671799953415286,trend,0.1327940296829615,trend,0.13328050951309572,audited|3|arima|3,55554d1e0132323aa972d33ccac0585869000a4d7d455c41348f06897faaeb37,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-arima-occ-3-2-region-None-42-20-c437a7bb,audited,3,arima,occ,3,2,region,None,42,20,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,trend,0.1378911161672758,trend,0.056671799953415286,trend,0.1327940296829615,trend,0.13328050951309572,audited|3|arima|3,5b6fef2a08f85869347a7eb1e63277b6aa237540df0a437a0871a63d184f5bc1,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
